,Unnamed: 0,annual_mean_p,annual_mean_slope,annual_mean,annual_var_p,annual_var_slope,annual_var,annual_cov_p,annual_cov_slope,annual_cov,annual_freq_p,annual_freq_slope,annual_freq,num_domain_stations
0,0,0.0,1.8392080745341783,1115.2169033237597,0.0,0.3988464895206001,169.63103117135663,0.8571295648613046,-5.936273324164593e-06,0.15261120064747438,0.0,0.08571428571428573,116.84778490327793,195.0
1,1,5.881321623046887e-07,0.8499999999999772,1189.4681978318456,0.0,0.892525011317426,207.55124689101052,0.0,0.0007257413985746331,0.17729048302662131,0.1668864337930378,0.0,95.3286934897537,170.0
2,2,0.04377528149041021,0.5176470588235534,1391.9204084495332,0.0,0.8192946897326413,262.6950420572746,0.0,0.0007461513087143647,0.19034853898927312,1.592082021772967e-10,-0.07142857142857142,90.24312641127504,114.0
3,3,9.39198826355181e-06,4.5000000000000115,1492.0092603708144,0.6043519373426145,0.16020620143064335,240.6926509387491,0.04608024782371278,-0.00038766220642368976,0.1620398299846861,1.039885210074587e-05,0.25,107.02001633986929,6.0
4,4,0.0,2.0637626262626423,856.2399890039939,0.959446671322988,0.0016087620223452055,134.20549800955732,1.5214762782989055e-10,-0.00021582062504861712,0.15829143686112168,0.0,0.07692307692307693,100.44496009094877,166.0
5,5,0.0,2.295238095238092,900.143430300466,0.5660670080887289,-0.014672220687606576,180.56113589022175,0.0,-0.00046406283958781014,0.20312929850606606,0.0,0.045454545454545456,82.73326511757702,375.0
6,6,0.0,2.368421052631585,1224.986833077036,0.0,0.6428537657520242,205.56522398175855,0.0,0.0003510945587159408,0.1698884756469104,0.03937532176135905,0.0,107.28194356938995,153.0
7,7,3.2862601528904634e-14,1.3085144927536179,1311.6596233553687,4.996941263502031e-05,0.21323579052929947,253.846355444331,0.0005966651502498088,0.0001336508679237457,0.1967042088593597,0.0026187091035334564,0.0,86.57466807862161,236.0
8,8,0.0,1.0529411764705872,455.1364436085849,0.7992061257601977,0.006005404877969104,108.6884392718645,0.0,-0.000618105676041137,0.24369644056949885,0.0,0.0625,60.7783986907757,208.0
9,9,1.2600693821696039e-09,0.5793269230769215,514.4037711687381,0.0,0.7527608582033947,122.11657401914816,0.0,0.0014579314173134561,0.2373451474480672,0.00981237817635261,0.0,53.06639007383311,173.0
10,10,2.39848758631922e-08,0.9210526315789458,836.7774016043248,0.0,1.99214144891414,210.14465689888146,0.0,0.002447651326979071,0.2551856834435379,1.1510858672902913e-06,-0.03571428571428571,59.453082815076606,158.0
11,11,0.5873548667995476,-0.06666666666664772,401.7058413049849,0.0,-0.3474203474686469,86.3323216629944,1.6209256159527285e-14,-0.0007100487547024338,0.2229641088789526,0.4700597329213971,0.0,75.3132824066838,48.0
12,12,6.820575320087841e-06,-0.3444444444444391,356.75278509814484,0.08837511864352088,0.03550808174074005,86.5059352134392,0.0,0.0005707427753550515,0.24595226669470904,1.6691092952214603e-12,-0.06451612903225806,56.888721408526145,123.0
13,13,3.2677616168541585e-10,-0.6333333333333333,269.23030662077844,0.0,-0.4070663015524062,102.74900200361782,2.104429963623033e-10,0.0008013033668443051,0.4104291634017028,0.0,-0.10344827586206896,31.62827076283267,61.0
14,14,0.00016895862963695052,-0.2684210526315772,337.31104550873226,1.133661446628409e-05,-0.09277949116190233,84.96654609952388,0.6012231369342118,-3.3680786190524035e-05,0.26760648179961016,1.3101346740818087e-07,-0.05128205128205128,59.86644850170314,112.0
15,15,0.0003523637425777437,-0.9581140350876968,1536.5545103719573,0.0038657980656831015,-0.2443550458472359,292.8580345353402,0.0002629796056339284,-0.00020973545735817776,0.20020737566204197,0.06789700095850626,-0.021739130434782608,136.21249164293877,92.0
16,16,0.013261910304153579,-0.4107919254658391,616.2442626975002,0.0,-1.0629896199139997,240.5489155038516,2.220446049250313e-16,-0.000837146772050201,0.4029944209005565,0.0001136332051536737,-0.038461538461538464,46.381242095880296,101.0
17,17,2.3236967905404526e-12,2.3889228886168894,358.5186274509806,0.6172009489426173,-0.04364203061987442,72.70213709751589,1.3291199449927404e-06,-0.0016839491880911767,0.2326938997831733,5.0391246730896455e-11,0.4577380952380952,80.23529411764707,4.0
18,18,9.766425839163873e-07,1.132051282051286,436.2391214083016,0.045243776029202376,-0.12507186321038688,92.34251224005976,0.0002850525024944428,-0.0004909837141506049,0.2138013098816644,2.214668213573745e-05,0.13793103448275862,84.92486243597274,13.0
19,19,0.06216510727280201,0.7000000000000455,1311.224842799899,1.2197239884770285e-08,-0.784520914795803,287.0916344372668,0.0018153686738648922,-0.0004126103158457369,0.26047597368041603,0.1193882405493345,-0.03225806451612903,119.68401147140581,34.0
